event_id,rdate,description,url,affiliation
wikipedia-2014-08-18agapitus-of-palestrina,2014-08-18,Agapitus of Palestrina,http://en.wikipedia.org/wiki/Agapitus_of_Palestrina,
wikipedia-2014-08-18alberto-hurtado,2014-08-18,Alberto Hurtado,http://en.wikipedia.org/wiki/Alberto_Hurtado,
wikipedia-2014-08-18saint-fiacre,2014-08-18,Saint Fiacre,http://en.wikipedia.org/wiki/Saint_Fiacre,
wikipedia-2014-08-18helena-of-constantinople-roman-catholic-church,2014-08-18,Helena of Constantinople(Roman Catholic Church),http://en.wikipedia.org/wiki/Helena_(Empress),
wikipedia-2014-08-18august-18-eastern-orthodox-liturgics,2014-08-18,August 18 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_18_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-18long-tan-day-also-called-vietnam-veterans-day-australia,2014-08-18,"Long Tan Day, also called Vietnam Veterans' Day (Australia)",http://en.wikipedia.org/wiki/Battle_of_Long_Tan,
wikipedia-2014-08-18national-science-day-thailand,2014-08-18,National Science Day(Thailand),http://en.wikipedia.org/wiki/Public_holidays_in_Thailand#National_observances,
wikipedia-2014-08-19christianfeast-day:feast-of-the-transfiguration-julian-calendar-and-its-related-observances:buhe-ethiopian-orthodox-tewahedo-church-saviour-s-transfiguration-popularly-known-as-the-apples-feast-russian-orthodox-churchandgeorgian-orthodox-church-jean-eudes-de-mezeraylouis-of-toulousemagnus-of-anagnimagnus-of-avignonsebaldusaugust-19-eastern-orthodox-liturgics,2014-08-19,"ChristianFeast Day:Feast of the Transfiguration(Julian calendar), and its related observances:Buhe(Ethiopian Orthodox Tewahedo Church)Saviour's Transfiguration, popularly known as the ""Apples Feast"". (Russian Orthodox ChurchandGeorgian Orthodox Church)Jean-Eudes de MézerayLouis of ToulouseMagnus of AnagniMagnus of AvignonSebaldusAugust 19 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-08-19feast-of-the-transfiguration-julian-calendar-and-its-related-observances:buhe-ethiopian-orthodox-tewahedo-church-saviour-s-transfiguration-popularly-known-as-the-apples-feast-russian-orthodox-churchandgeorgian-orthodox-church,2014-08-19,"Feast of the Transfiguration(Julian calendar), and its related observances:Buhe(Ethiopian Orthodox Tewahedo Church)Saviour's Transfiguration, popularly known as the ""Apples Feast"". (Russian Orthodox ChurchandGeorgian Orthodox Church)",http://en.wikipedia.org/wiki/Feast_of_the_Transfiguration,
wikipedia-2014-08-19buhe-ethiopian-orthodox-tewahedo-church,2014-08-19,Buhe(Ethiopian Orthodox Tewahedo Church),http://en.wikipedia.org/wiki/Buhe,
wikipedia-2014-08-19saviour-s-transfiguration-popularly-known-as-the-apples-feast-russian-orthodox-churchandgeorgian-orthodox-church,2014-08-19,"Saviour's Transfiguration, popularly known as the ""Apples Feast"". (Russian Orthodox ChurchandGeorgian Orthodox Church)",http://en.wikipedia.org/wiki/Transfiguration_of_Jesus,
wikipedia-2014-08-19jean-eudes-de-mezeray,2014-08-19,Jean-Eudes de Mézeray,http://en.wikipedia.org/wiki/Jean_Eudes,
wikipedia-2014-08-19louis-of-toulouse,2014-08-19,Louis of Toulouse,http://en.wikipedia.org/wiki/Saint_Louis_of_Toulouse,
wikipedia-2014-08-19magnus-of-anagni,2014-08-19,Magnus of Anagni,http://en.wikipedia.org/wiki/Magnus_of_Anagni,
wikipedia-2014-08-19magnus-of-avignon,2014-08-19,Magnus of Avignon,http://en.wikipedia.org/wiki/Magnus_of_Avignon,
wikipedia-2014-08-19sebaldus,2014-08-19,Sebaldus,http://en.wikipedia.org/wiki/Sebaldus,
wikipedia-2014-08-19august-19-eastern-orthodox-liturgics,2014-08-19,August 19 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_19_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-19independence-day-commemorates-thetreaty-of-rawalpindiin-1919-granting-independence-frombritain-afghanistan,2014-08-19,"Independence Day, commemorates theTreaty of Rawalpindiin 1919, granting independence fromBritain. (Afghanistan)",http://en.wikipedia.org/wiki/Afghan_Independence_Day,
wikipedia-2014-08-19manuel-luis-quezon-day-quezon-cityand-other-places-in-the-philippines-named-aftermanuel-l-quezon,2014-08-19,Manuel Luis Quezón Day(Quezon Cityand other places in The Philippines named afterManuel L. Quezon),http://en.wikipedia.org/wiki/Public_holidays_in_the_Philippines,
wikipedia-2014-08-19national-aviation-day-united-states,2014-08-19,National Aviation Day(United States),http://en.wikipedia.org/wiki/National_Aviation_Day,
wikipedia-2014-08-19vinalia-roman-empire,2014-08-19,Vinalia(Roman Empire),http://en.wikipedia.org/wiki/Vinalia,
wikipedia-2014-08-19world-humanitarian-day-international,2014-08-19,World Humanitarian Day(International),http://en.wikipedia.org/wiki/World_Humanitarian_Day,
wikipedia-2014-08-20christianfeast-day:bernard-of-clairvauxoswine-of-deiraphilibert-of-jumiegeswilliamandcatherine-booth-anglican-august-20-eastern-orthodox-liturgics,2014-08-20,ChristianFeast Day:Bernard of ClairvauxOswine of DeiraPhilibert of JumiègesWilliamandCatherine Booth(Anglican)August 20 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-08-20bernard-of-clairvaux,2014-08-20,Bernard of Clairvaux,http://en.wikipedia.org/wiki/Bernard_of_Clairvaux,
wikipedia-2014-08-20oswine-of-deira,2014-08-20,Oswine of Deira,http://en.wikipedia.org/wiki/Oswine_of_Deira,
wikipedia-2014-08-20philibert-of-jumieges,2014-08-20,Philibert of Jumièges,http://en.wikipedia.org/wiki/Philibert_of_Jumi%C3%A8ges,
wikipedia-2014-08-20williamandcatherine-booth-anglican,2014-08-20,WilliamandCatherine Booth(Anglican),http://en.wikipedia.org/wiki/William_Booth,
wikipedia-2014-08-20august-20-eastern-orthodox-liturgics,2014-08-20,August 20 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_20_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-20feast-of-asma-baha-i-faith,2014-08-20,Feast of Asmá’(Bahá'í Faith),http://en.wikipedia.org/wiki/Bah%C3%A1%27%C3%AD_calendar,
wikipedia-2014-08-20rajiv-gandhi-akshay-urja-diwas-india,2014-08-20,Rajiv Gandhi Akshay Urja Diwas(India),http://en.wikipedia.org/wiki/Indian_Akshay_Urja_Day,
wikipedia-2014-08-20restoration-of-independence-day-re-declaration-of-the-independence-ofestoniafrom-thesoviet-unionin-1991,2014-08-20,"Restoration of Independence Day, re-declaration of the independence ofEstoniafrom theSoviet Unionin 1991.",http://en.wikipedia.org/wiki/List_of_national_independence_days,
wikipedia-2014-08-20revolution-of-the-king-and-people-morocco,2014-08-20,Revolution of the King and People(Morocco),http://en.wikipedia.org/wiki/Public_holidays_in_Morocco,
wikipedia-2014-08-20saint-stephen-s-day-hungary,2014-08-20,Saint Stephen's Day(Hungary),http://en.wikipedia.org/wiki/Public_holidays_in_Hungary,
wikipedia-2014-08-20world-mosquito-day-international,2014-08-20,World Mosquito Day(International),http://en.wikipedia.org/wiki/World_Mosquito_Day,
wikipedia-2014-08-21christianfeast-day:abraham-of-smolensk-eastern-orthodox-church-euprepius-of-veronamaximilian-of-antiochpope-pius-xsidonius-apollinarisaugust-21-eastern-orthodox-liturgics,2014-08-21,ChristianFeast Day:Abraham of Smolensk(Eastern Orthodox Church)Euprepius of VeronaMaximilian of AntiochPope Pius XSidonius ApollinarisAugust 21 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-08-21abraham-of-smolensk-eastern-orthodox-church,2014-08-21,Abraham of Smolensk(Eastern Orthodox Church),http://en.wikipedia.org/wiki/Abraham_of_Smolensk,
wikipedia-2014-08-21euprepius-of-verona,2014-08-21,Euprepius of Verona,http://en.wikipedia.org/wiki/Euprepius_of_Verona,
wikipedia-2014-08-21maximilian-of-antioch,2014-08-21,Maximilian of Antioch,http://en.wikipedia.org/wiki/Maximilian_of_Antioch,
wikipedia-2014-08-21pope-pius-x,2014-08-21,Pope Pius X,http://en.wikipedia.org/wiki/Pope_Pius_X,
wikipedia-2014-08-21sidonius-apollinaris,2014-08-21,Sidonius Apollinaris,http://en.wikipedia.org/wiki/Sidonius_Apollinaris,
wikipedia-2014-08-21august-21-eastern-orthodox-liturgics,2014-08-21,August 21 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_21_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-21consualia-in-honor-ofconsus-roman-empire,2014-08-21,"Consualia, in honor ofConsus. (Roman Empire)",http://en.wikipedia.org/wiki/Consualia,
wikipedia-2014-08-21ninoy-aquino-day-philippines,2014-08-21,Ninoy Aquino Day(Philippines),http://en.wikipedia.org/wiki/Ninoy_Aquino_Day,
wikipedia-2014-08-21youth-day-king-mohammed-vi-s-birthday-morocco,2014-08-21,Youth Day/King Mohammed VI's Birthday (Morocco),http://en.wikipedia.org/wiki/Youth_Day,
wikipedia-2014-08-22christianfeast-day:immaculate-heart-of-maryqueenship-of-marysymphorian-and-timotheusaugust-22-eastern-orthodox-liturgics,2014-08-22,ChristianFeast Day:Immaculate Heart of MaryQueenship of MarySymphorian and TimotheusAugust 22 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-08-22immaculate-heart-of-mary,2014-08-22,Immaculate Heart of Mary,http://en.wikipedia.org/wiki/Immaculate_Heart_of_Mary,
wikipedia-2014-08-22queenship-of-mary,2014-08-22,Queenship of Mary,http://en.wikipedia.org/wiki/Queen_of_Heaven#Feast_of_Queenship,
wikipedia-2014-08-22symphorian-and-timotheus,2014-08-22,Symphorian and Timotheus,http://en.wikipedia.org/wiki/Symphorian_and_Timotheus,
wikipedia-2014-08-22august-22-eastern-orthodox-liturgics,2014-08-22,August 22 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_22_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-22earliest-day-on-whichnational-heroes-daycan-fall-while-august-28-is-the-latest;-celebrated-on-the-fourth-monday-in-august-philippines,2014-08-22,"Earliest day on whichNational Heroes' Daycan fall, while August 28 is the latest; celebrated on the fourth Monday in August. (Philippines)",http://en.wikipedia.org/wiki/Public_holidays_in_the_Philippines,
wikipedia-2014-08-22flag-day-russia,2014-08-22,Flag Day(Russia),http://en.wikipedia.org/wiki/Flag_Day,
wikipedia-2014-08-23christianfeast-day:eogan-of-ardstrawmartin-de-porres-toribio-de-mogrovejo-and-rosa-of-lima-episcopal-church-usa-philip-benitiusrose-of-limatydfilaugust-23-eastern-orthodox-liturgics,2014-08-23,"ChristianFeast Day:Éogan of ArdstrawMartin de Porres,Toribio de Mogrovejo, and Rosa of Lima (Episcopal Church (USA))Philip BenitiusRose of LimaTydfilAugust 23 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-08-23eogan-of-ardstraw,2014-08-23,Éogan of Ardstraw,http://en.wikipedia.org/wiki/%C3%89ogan_of_Ardstraw,
wikipedia-2014-08-23martin-de-porres-toribio-de-mogrovejo-and-rosa-of-lima-episcopal-church-usa,2014-08-23,"Martin de Porres,Toribio de Mogrovejo, and Rosa of Lima (Episcopal Church (USA))",http://en.wikipedia.org/wiki/Martin_de_Porres,
wikipedia-2014-08-23philip-benitius,2014-08-23,Philip Benitius,http://en.wikipedia.org/wiki/Philip_Benitius,
wikipedia-2014-08-23rose-of-lima,2014-08-23,Rose of Lima,http://en.wikipedia.org/wiki/Saint_Rose_of_Lima,
wikipedia-2014-08-23tydfil,2014-08-23,Tydfil,http://en.wikipedia.org/wiki/Tydfil,
wikipedia-2014-08-23august-23-eastern-orthodox-liturgics,2014-08-23,August 23 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_23_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-23european-day-of-remembrance-for-victims-of-stalinism-and-nazismor-black-ribbon-day-european-unionand-other-countries-and-related-observances:liberation-from-fascist-occupation-day-romania,2014-08-23,"European Day of Remembrance for Victims of Stalinism and Nazismor Black Ribbon Day (European Unionand other countries), and related observances:Liberation from Fascist Occupation Day(Romania)",http://en.wikipedia.org/wiki/European_Day_of_Remembrance_for_Victims_of_Stalinism_and_Nazism,
wikipedia-2014-08-23liberation-from-fascist-occupation-day-romania,2014-08-23,Liberation from Fascist Occupation Day(Romania),http://en.wikipedia.org/wiki/King_Michael%27s_Coup,
wikipedia-2014-08-23flag-day-ukraine,2014-08-23,Flag Day(Ukraine),http://en.wikipedia.org/wiki/Day_of_the_National_Flag_(Ukraine),
wikipedia-2014-08-23international-day-for-the-remembrance-of-the-slave-trade-and-its-abolition-international,2014-08-23,International Day for the Remembrance of the Slave Trade and its Abolition(International),http://en.wikipedia.org/wiki/International_Day_for_the_Remembrance_of_the_Slave_Trade_and_its_Abolition,
wikipedia-2014-08-23umhlanga-day-swaziland,2014-08-23,Umhlanga Day(Swaziland),http://en.wikipedia.org/wiki/Umhlanga_(ceremony),
wikipedia-2014-08-23vulcanalia-roman-empire,2014-08-23,Vulcanalia(Roman Empire),http://en.wikipedia.org/wiki/Vulcan_(mythology),
wikipedia-2014-08-24christianfeast-day:abban-of-irelandaurea-of-ostiabartholomew-roman-catholic-anglican-ouenaugust-24-eastern-orthodox-liturgics,2014-08-24,"ChristianFeast Day:Abban of IrelandAurea of OstiaBartholomew(Roman Catholic,Anglican)OuenAugust 24 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-08-24abban-of-ireland,2014-08-24,Abban of Ireland,http://en.wikipedia.org/wiki/Abban_of_Ireland,
wikipedia-2014-08-24aurea-of-ostia,2014-08-24,Aurea of Ostia,http://en.wikipedia.org/wiki/Aurea_of_Ostia,
wikipedia-2014-08-24bartholomew-roman-catholic-anglican,2014-08-24,"Bartholomew(Roman Catholic,Anglican)",http://en.wikipedia.org/wiki/Bartholomew,
wikipedia-2014-08-24ouen,2014-08-24,Ouen,http://en.wikipedia.org/wiki/Ouen,
wikipedia-2014-08-24august-24-eastern-orthodox-liturgics,2014-08-24,August 24 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_24_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-24earliest-date-on-whichnotting-hill-carnivalcan-fall-while-august-31-is-the-latest;-celebrated-on-the-last-monday-in-august-and-the-day-before-notting-hill,2014-08-24,"Earliest date on whichNotting Hill Carnivalcan fall, while August 31 is the latest; celebrated on the last Monday in August and the day before. (Notting Hill)",http://en.wikipedia.org/wiki/Notting_Hill_Carnival,
wikipedia-2014-08-24flag-day-liberia,2014-08-24,Flag Day(Liberia),http://en.wikipedia.org/wiki/Public_holidays_in_Liberia,
wikipedia-2014-08-24independence-dayorden-nezalezhnosti-celebrates-theindependenceofukrainefrom-thesoviet-unionin-1991,2014-08-24,"Independence DayorDen' Nezalezhnosti, celebrates theindependenceofUkrainefrom theSoviet Unionin 1991.",http://en.wikipedia.org/wiki/Independence_Day_of_Ukraine,
wikipedia-2014-08-24nostalgia-night-uruguay,2014-08-24,Nostalgia Night(Uruguay),http://en.wikipedia.org/wiki/Nostalgia_Night,
wikipedia-2014-08-24one-of-the-threemundus-patet-a-harvest-feast-involving-the-dead-roman-empire,2014-08-24,"One of the threeMundus patet, a harvest feast involving the dead. (Roman Empire)",http://en.wikipedia.org/wiki/Lapis_manalis,
wikipedia-2014-08-25christianfeast-day:bbe-of-coldinghamarediusgenesius-of-arlesgregory-of-utrechtjoseph-calasanctiuslouis-ix-of-francemenas-of-constantinoplepatricia-of-naples,2014-08-25,ChristianFeast Day:Æbbe of ColdinghamArediusGenesius of ArlesGregory of UtrechtJoseph CalasanctiusLouis IX of FranceMenas of ConstantinoplePatricia of Naples,http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-08-25bbe-of-coldingham,2014-08-25,Æbbe of Coldingham,http://en.wikipedia.org/wiki/%C3%86bbe_of_Coldingham,
wikipedia-2014-08-25aredius,2014-08-25,Aredius,http://en.wikipedia.org/wiki/Aredius,
wikipedia-2014-08-25genesius-of-arles,2014-08-25,Genesius of Arles,http://en.wikipedia.org/wiki/Genesius_of_Arles,
wikipedia-2014-08-25gregory-of-utrecht,2014-08-25,Gregory of Utrecht,http://en.wikipedia.org/wiki/Gregory_of_Utrecht,
wikipedia-2014-08-25joseph-calasanctius,2014-08-25,Joseph Calasanctius,http://en.wikipedia.org/wiki/Saint_Joseph_Calasanz,
wikipedia-2014-08-25louis-ix-of-france,2014-08-25,Louis IX of France,http://en.wikipedia.org/wiki/Louis_IX_of_France,
wikipedia-2014-08-25menas-of-constantinople,2014-08-25,Menas of Constantinople,http://en.wikipedia.org/wiki/Patriarch_Menas_of_Constantinople,
wikipedia-2014-08-25patricia-of-naples,2014-08-25,Patricia of Naples,http://en.wikipedia.org/wiki/Patricia_of_Naples,
wikipedia-2014-08-25earliest-date-on-whichla-tomatinacan-fall-while-august-31-is-the-latest;-celebrated-on-the-last-wednesday-in-august-bunol,2014-08-25,"Earliest date on whichLa Tomatinacan fall, while August 31 is the latest; celebrated on the last Wednesday in August. (Buñol)",http://en.wikipedia.org/wiki/Tomatina,
wikipedia-2014-08-25independence-day-celebrates-the-independence-ofuruguayfrombrazilin-1825,2014-08-25,"Independence Day, celebrates the independence ofUruguayfromBrazilin 1825.",http://en.wikipedia.org/wiki/Public_holidays_in_Uruguay,
wikipedia-2014-08-25liberation-day-paris,2014-08-25,Liberation Day(Paris),http://en.wikipedia.org/wiki/Liberation_of_Paris,
wikipedia-2014-08-25opiconsiviaheld-in-honor-ofops-roman-empire,2014-08-25,Opiconsiviaheld in honor ofOps. (Roman Empire),http://en.wikipedia.org/wiki/Opiconsivia,
wikipedia-2014-08-25soldier-s-day-brazil,2014-08-25,Soldier's Day(Brazil),http://en.wikipedia.org/wiki/Army_Day#Brazil,
wikipedia-2014-08-26christianfeast-day:adrian-and-natalia-of-nicomedia-greek-church-alexander-of-bergamo-roman-catholic-church-david-lewisjeanne-elisabeth-bichier-de-agessimplicius-constantius-and-victorinuszephyrinusaugust-26-eastern-orthodox-liturgics,2014-08-26,"ChristianFeast Day:Adrian and Natalia of Nicomedia(Greek Church)Alexander of Bergamo(Roman Catholic Church)David LewisJeanne-Elisabeth Bichier de AgesSimplicius, Constantius and VictorinusZephyrinusAugust 26 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-08-26adrian-and-natalia-of-nicomedia-greek-church,2014-08-26,Adrian and Natalia of Nicomedia(Greek Church),http://en.wikipedia.org/wiki/Adrian_and_Natalia_of_Nicomedia,
wikipedia-2014-08-26alexander-of-bergamo-roman-catholic-church,2014-08-26,Alexander of Bergamo(Roman Catholic Church),http://en.wikipedia.org/wiki/Alexander_of_Bergamo,
wikipedia-2014-08-26david-lewis,2014-08-26,David Lewis,http://en.wikipedia.org/wiki/David_Lewis_(martyr),
wikipedia-2014-08-26jeanne-elisabeth-bichier-de-ages,2014-08-26,Jeanne-Elisabeth Bichier de Ages,http://en.wikipedia.org/wiki/Jeanne-Elisabeth_Bichier_de_Ages,
wikipedia-2014-08-26simplicius-constantius-and-victorinus,2014-08-26,"Simplicius, Constantius and Victorinus","http://en.wikipedia.org/wiki/Simplicius,_Constantius_and_Victorinus",
wikipedia-2014-08-26zephyrinus,2014-08-26,Zephyrinus,http://en.wikipedia.org/wiki/Saint_Zephyrinus,
wikipedia-2014-08-26august-26-eastern-orthodox-liturgics,2014-08-26,August 26 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_26_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-26heroes-day-namibia,2014-08-26,Heroes' Day (Namibia),http://en.wikipedia.org/wiki/Heroes%27_Day_(Namibia),
wikipedia-2014-08-26repentance-day-papua-new-guinea,2014-08-26,Repentance Day(Papua New Guinea),http://en.wikipedia.org/wiki/Repentance_Day,
wikipedia-2014-08-26women-s-equality-day-united-states,2014-08-26,Women's Equality Day(United States),http://en.wikipedia.org/wiki/Women%27s_Equality_Day,
wikipedia-2014-08-27christianfeast-day:baculus-of-sorrentocaesarius-of-arlesmargaret-the-barefootedmonica-of-hippo-mother-ofaugustine-of-hippophanourios-of-rhodesrufus-and-carpophorusthomas-gallaudetandhenry-winter-syle-episcopal-church-usa-august-27-eastern-orthodox-liturgics,2014-08-27,"ChristianFeast Day:Baculus of SorrentoCaesarius of ArlesMargaret the BarefootedMonica of Hippo, mother ofAugustine of HippoPhanourios of RhodesRufus and CarpophorusThomas GallaudetandHenry Winter Syle(Episcopal Church (USA))August 27 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-08-27baculus-of-sorrento,2014-08-27,Baculus of Sorrento,http://en.wikipedia.org/wiki/Baculus_of_Sorrento,
wikipedia-2014-08-27caesarius-of-arles,2014-08-27,Caesarius of Arles,http://en.wikipedia.org/wiki/Caesarius_of_Arles,
wikipedia-2014-08-27margaret-the-barefooted,2014-08-27,Margaret the Barefooted,http://en.wikipedia.org/wiki/Margaret_the_Barefooted,
wikipedia-2014-08-27monica-of-hippo-mother-ofaugustine-of-hippo,2014-08-27,"Monica of Hippo, mother ofAugustine of Hippo",http://en.wikipedia.org/wiki/Monica_of_Hippo,
wikipedia-2014-08-27phanourios-of-rhodes,2014-08-27,Phanourios of Rhodes,http://en.wikipedia.org/wiki/Phanourios_(saint),
wikipedia-2014-08-27rufus-and-carpophorus,2014-08-27,Rufus and Carpophorus,http://en.wikipedia.org/wiki/Rufus_and_Carpophorus,
wikipedia-2014-08-27thomas-gallaudetandhenry-winter-syle-episcopal-church-usa,2014-08-27,Thomas GallaudetandHenry Winter Syle(Episcopal Church (USA)),http://en.wikipedia.org/wiki/Thomas_Gallaudet,
wikipedia-2014-08-27august-27-eastern-orthodox-liturgics,2014-08-27,August 27 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_27_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-27independence-day-celebrates-the-independence-ofmoldovafrom-theussrin-1991,2014-08-27,"Independence Day, celebrates the independence ofMoldovafrom theUSSRin 1991.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-08-27lyndon-baines-johnson-day-texas,2014-08-27,Lyndon Baines Johnson Day(Texas),http://en.wikipedia.org/wiki/Lyndon_Baines_Johnson_Day,
wikipedia-2014-08-27volturnalia-held-in-honor-ofvolturnus-roman-empire,2014-08-27,"Volturnalia, held in honor ofVolturnus. (Roman Empire)",http://en.wikipedia.org/wiki/Volturnalia,
wikipedia-2014-08-28assumption-of-mary-eastern-orthodox-church-a-public-holiday-in-therepublic-of-macedonia-serbia-andgeorgia,2014-08-28,"Assumption of Mary(Eastern Orthodox Church, a public holiday in theRepublic of Macedonia,Serbia, andGeorgia)",http://en.wikipedia.org/wiki/Assumption_of_Mary,
wikipedia-2014-08-28christianfeast-day:augustine-of-hipposaint-hermesmoses-the-black-episcopal-church-usa-lutheran-church-august-28-eastern-orthodox-liturgics,2014-08-28,"ChristianFeast Day:Augustine of HippoSaint HermesMoses the Black(Episcopal Church (USA),Lutheran Church)August 28 (Eastern Orthodox liturgics)",http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-08-28augustine-of-hippo,2014-08-28,Augustine of Hippo,http://en.wikipedia.org/wiki/Augustine_of_Hippo,
wikipedia-2014-08-28saint-hermes,2014-08-28,Saint Hermes,http://en.wikipedia.org/wiki/Saint_Hermes,
wikipedia-2014-08-28moses-the-black-episcopal-church-usa-lutheran-church,2014-08-28,"Moses the Black(Episcopal Church (USA),Lutheran Church)",http://en.wikipedia.org/wiki/Moses_the_Black,
wikipedia-2014-08-28august-28-eastern-orthodox-liturgics,2014-08-28,August 28 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_28_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-29christianfeast-day:beheading-of-st-john-the-baptistjohn-bunyan-episcopal-church-usa-sabinaaugust-29-eastern-orthodox-liturgics,2014-08-29,Christianfeast day:Beheading of St. John the BaptistJohn Bunyan(Episcopal Church (USA))SabinaAugust 29 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_day,
wikipedia-2014-08-29beheading-of-st-john-the-baptist,2014-08-29,Beheading of St. John the Baptist,http://en.wikipedia.org/wiki/Beheading_of_St._John_the_Baptist,
wikipedia-2014-08-29john-bunyan-episcopal-church-usa,2014-08-29,John Bunyan(Episcopal Church (USA)),http://en.wikipedia.org/wiki/John_Bunyan,
wikipedia-2014-08-29sabina,2014-08-29,Sabina,http://en.wikipedia.org/wiki/Saint_Sabina,
wikipedia-2014-08-29august-29-eastern-orthodox-liturgics,2014-08-29,August 29 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_29_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-29international-day-against-nuclear-tests-international,2014-08-29,International Day against Nuclear Tests(international),http://en.wikipedia.org/wiki/International_Day_against_Nuclear_Tests,
wikipedia-2014-08-29miners-day-ukraine,2014-08-29,Miners' Day(Ukraine),http://en.wikipedia.org/wiki/Public_holidays_in_Ukraine,
wikipedia-2014-08-29slovak-national-uprising-anniversary-slovakia,2014-08-29,Slovak National Uprising Anniversary(Slovakia),http://en.wikipedia.org/wiki/Public_holidays_in_Slovakia,
wikipedia-2014-08-29telugu-language-day-india,2014-08-29,Telugu Language Day(India),http://en.wikipedia.org/wiki/Gidugu_Venkata_Ramamoorty,
wikipedia-2014-08-30christianfeast-day:alexander-of-constantinopleblessedalfredo-ildefonso-schustercharles-chapman-grafton-episcopal-church-usa-fantinusfelix-and-adauctuspammachiusaugust-30-eastern-orthodox-liturgics,2014-08-30,ChristianFeast Day:Alexander of ConstantinopleBlessedAlfredo Ildefonso SchusterCharles Chapman Grafton(Episcopal Church (USA))FantinusFelix and AdauctusPammachiusAugust 30 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-08-30alexander-of-constantinople,2014-08-30,Alexander of Constantinople,http://en.wikipedia.org/wiki/Alexander_of_Constantinople,
wikipedia-2014-08-30blessedalfredo-ildefonso-schuster,2014-08-30,BlessedAlfredo Ildefonso Schuster,http://en.wikipedia.org/wiki/Alfredo_Ildefonso_Schuster,
wikipedia-2014-08-30charles-chapman-grafton-episcopal-church-usa,2014-08-30,Charles Chapman Grafton(Episcopal Church (USA)),http://en.wikipedia.org/wiki/Charles_Chapman_Grafton,
wikipedia-2014-08-30fantinus,2014-08-30,Fantinus,http://en.wikipedia.org/wiki/Fantinus,
wikipedia-2014-08-30felix-and-adauctus,2014-08-30,Felix and Adauctus,http://en.wikipedia.org/wiki/Felix_and_Adauctus,
wikipedia-2014-08-30pammachius,2014-08-30,Pammachius,http://en.wikipedia.org/wiki/Saint_Pammachius,
wikipedia-2014-08-30august-30-eastern-orthodox-liturgics,2014-08-30,August 30 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/August_30_(Eastern_Orthodox_liturgics),
wikipedia-2014-08-30constitution-day-kazakhstan,2014-08-30,Constitution Day(Kazakhstan),http://en.wikipedia.org/wiki/Kazakhstan#Public_holidays,
wikipedia-2014-08-30international-day-of-the-disappeared-international,2014-08-30,International Day of the Disappeared(International),http://en.wikipedia.org/wiki/International_Day_of_the_Disappeared,
wikipedia-2014-08-30popular-consultation-day-east-timor,2014-08-30,Popular Consultation Day(East Timor),http://en.wikipedia.org/wiki/Culture_of_East_Timor#Public_holidays,
wikipedia-2014-08-30saint-rose-of-lima-s-day-peru,2014-08-30,Saint Rose of Lima's Day(Peru),http://en.wikipedia.org/wiki/List_of_public_holidays_in_Peru,
